,target,alt_tar_lst,phon,sem
0,veteran,veteran,0.0,0.0
1,veteran,veterinarian,5.0,0.6008687125946914
2,veteran,rhinestone,8.0,0.7811694496222137
3,veteran,veterans,1.0,0.24351312670404102
4,veterinarian,veterinarian,0.0,0.0
5,veterinarian,veteran,5.0,0.6008687125946914
6,veterinarian,rhinestone,10.0,0.6921618168472858
7,veterinarian,veterans,6.0,0.6153469957346358
8,rhinestone,rhinestone,0.0,0.0
9,rhinestone,veteran,8.0,0.7811694496222137
10,rhinestone,veterinarian,10.0,0.6921618168472858
11,rhinestone,veterans,8.0,0.7727186019242714
12,veterans,veterans,0.0,0.0
13,veterans,veteran,1.0,0.24351312670404102
14,veterans,veterinarian,6.0,0.6153469957346358
15,veterans,rhinestone,8.0,0.7727186019242714
16,veterinarian,veterinarian,0.0,0.0
17,veterinarian,veteran,5.0,0.6008687125946914
18,veterinarian,carton,9.0,0.7315113321897722
19,veterinarian,veterinarians,1.0,0.21278548429105593
20,veteran,veteran,0.0,0.0
21,veteran,veterinarian,5.0,0.6008687125946914
22,veteran,carton,5.0,0.8121914389583317
23,veteran,veterinarians,6.0,0.6533455504593491
24,carton,carton,0.0,5.551115123125783e-17
25,carton,veterinarian,9.0,0.7315113321897722
26,carton,veteran,5.0,0.8121914389583317
27,carton,veterinarians,10.0,0.7731572923407515
28,veterinarians,veterinarians,0.0,1.6653345369377348e-16
29,veterinarians,veterinarian,1.0,0.21278548429105593
30,veterinarians,veteran,6.0,0.6533455504593491
31,veterinarians,carton,10.0,0.7731572923407515
32,alteration,alteration,0.0,1.1102230246251565e-16
33,alteration,altercation,1.0,0.5060556454449122
34,alteration,inferno,7.0,0.7701184002578048
35,alteration,alterations,1.0,0.18618679874451238
36,altercation,altercation,0.0,0.0
37,altercation,alteration,1.0,0.5060556454449122
38,altercation,inferno,8.0,0.7251243812205508
39,altercation,alterations,2.0,0.5692416673241307
40,inferno,inferno,0.0,0.0
41,inferno,alteration,7.0,0.7701184002578048
42,inferno,altercation,8.0,0.7251243812205508
43,inferno,alterations,8.0,0.7592879432856858
44,alterations,alterations,0.0,0.0
45,alterations,alteration,1.0,0.18618679874451238
46,alterations,altercation,2.0,0.5692416673241307
47,alterations,inferno,8.0,0.7592879432856858
48,altercation,altercation,0.0,0.0
49,altercation,alteration,1.0,0.5060556454449122
50,altercation,muskrat,8.0,0.743975711426434
51,altercation,altercations,1.0,0.5684096312073077
52,alteration,alteration,0.0,1.1102230246251565e-16
53,alteration,altercation,1.0,0.5060556454449122
54,alteration,muskrat,7.0,0.7799859013424788
55,alteration,altercations,2.0,0.4251590571851134
56,muskrat,muskrat,0.0,0.0
57,muskrat,altercation,8.0,0.743975711426434
58,muskrat,alteration,7.0,0.7799859013424788
59,muskrat,altercations,9.0,0.6875593407699178
60,altercations,altercations,0.0,3.700743415417188e-17
61,altercations,altercation,1.0,0.5684096312073077
62,altercations,alteration,2.0,0.4251590571851134
63,altercations,muskrat,9.0,0.6875593407699178
64,anecdote,anecdote,0.0,0.0
65,anecdote,antidote,2.0,0.6064812117775675
66,anecdote,hearse,6.0,0.6704683416710048
67,anecdote,anecdotes,1.0,0.201371241456495
68,antidote,antidote,0.0,0.0
69,antidote,anecdote,2.0,0.6064812117775675
70,antidote,hearse,7.0,0.7483268243455148
71,antidote,anecdotes,3.0,0.6492624224551847
72,hearse,hearse,0.0,0.0
73,hearse,anecdote,6.0,0.6704683416710048
74,hearse,antidote,7.0,0.7483268243455148
75,hearse,anecdotes,7.0,0.662703365139516
76,anecdotes,anecdotes,0.0,1.1102230246251565e-16
77,anecdotes,anecdote,1.0,0.201371241456495
78,anecdotes,antidote,3.0,0.6492624224551847
79,anecdotes,hearse,7.0,0.662703365139516
80,antidote,antidote,0.0,0.0
81,antidote,anecdote,2.0,0.6064812117775675
82,antidote,matinee,5.0,0.8180744874999233
83,antidote,antidotes,1.0,0.4237666526814384
84,anecdote,anecdote,0.0,0.0
85,anecdote,antidote,2.0,0.6064812117775675
86,anecdote,matinee,7.0,0.8025487415800806
87,anecdote,antidotes,3.0,0.64075359956524
88,matinee,matinee,0.0,7.401486830834377e-17
89,matinee,antidote,5.0,0.8180744874999233
90,matinee,anecdote,7.0,0.8025487415800806
91,matinee,antidotes,6.0,0.7918478480123845
92,antidotes,antidotes,0.0,0.0
93,antidotes,antidote,1.0,0.4237666526814384
94,antidotes,anecdote,3.0,0.64075359956524
95,antidotes,matinee,6.0,0.7918478480123845
96,anemones,anemones,0.0,7.401486830834377e-17
97,anemones,amenities,5.0,0.8407453406612497
98,anemones,ornaments,5.0,0.6752929755137075
99,anemones,anemone,1.0,0.12367615093527873
100,amenities,amenities,0.0,0.0
101,amenities,anemones,5.0,0.8407453406612497
102,amenities,ornaments,6.0,0.8769369319415102
103,amenities,anemone,6.0,0.8407453406612497
104,ornaments,ornaments,0.0,3.700743415417188e-17
105,ornaments,anemones,5.0,0.6752929755137075
106,ornaments,amenities,6.0,0.8769369319415102
107,ornaments,anemone,6.0,0.6987185177269306
108,anemone,anemone,0.0,0.0
109,anemone,anemones,1.0,0.12367615093527873
110,anemone,amenities,6.0,0.8407453406612497
111,anemone,ornaments,6.0,0.6987185177269306
112,amenities,amenities,0.0,0.0
113,amenities,anemones,5.0,0.8407453406612497
114,amenities,lymph,9.0,0.6885150332232959
115,amenities,amenity,3.0,0.4862510532622447
116,anemones,anemones,0.0,7.401486830834377e-17
117,anemones,amenities,5.0,0.8407453406612497
118,anemones,lymph,7.0,0.8515152452848387
119,anemones,amenity,6.0,0.8203225017841451
120,lymph,lymph,0.0,0.0
121,lymph,amenities,9.0,0.6885150332232959
122,lymph,anemones,7.0,0.8515152452848387
123,lymph,amenity,7.0,0.6957774827850509
124,amenity,amenity,0.0,0.0
125,amenity,amenities,3.0,0.4862510532622447
126,amenity,anemones,6.0,0.8203225017841451
127,amenity,lymph,7.0,0.6957774827850509
128,sediment,sediment,0.0,0.0
129,sediment,sentiment,2.0,0.6716321510361873
130,sediment,juggler,7.0,0.8085768818850292
131,sediment,sediments,1.0,0.5976493786490131
132,sentiment,sentiment,0.0,0.0
133,sentiment,sediment,2.0,0.6716321510361873
134,sentiment,juggler,8.0,0.7925959449679494
135,sentiment,sediments,3.0,0.7507933237424661
136,juggler,juggler,0.0,0.0
137,juggler,sediment,7.0,0.8085768818850292
138,juggler,sentiment,8.0,0.7925959449679494
139,juggler,sediments,8.0,0.798791734250174
140,sediments,sediments,0.0,5.551115123125783e-17
141,sediments,sediment,1.0,0.5976493786490131
142,sediments,sentiment,3.0,0.7507933237424661
143,sediments,juggler,8.0,0.798791734250174
144,sentiment,sentiment,0.0,0.0
145,sentiment,sediment,2.0,0.6716321510361873
146,sentiment,dalmatian,8.0,0.8465944523413705
147,sentiment,sentiments,1.0,0.2097709357913472
148,sediment,sediment,0.0,0.0
149,sediment,sentiment,2.0,0.6716321510361873
150,sediment,dalmatian,8.0,0.8069290043471922
151,sediment,sentiments,3.0,0.6731873142827691
152,dalmatian,dalmatian,0.0,5.551115123125783e-17
153,dalmatian,sentiment,8.0,0.8465944523413705
154,dalmatian,sediment,8.0,0.8069290043471922
155,dalmatian,sentiments,9.0,0.8402643879074516
156,sentiments,sentiments,0.0,0.0
157,sentiments,sentiment,1.0,0.2097709357913472
158,sentiments,sediment,3.0,0.6731873142827691
159,sentiments,dalmatian,9.0,0.8402643879074516
160,cardinal,cardinal,0.0,0.0
161,cardinal,carnival,2.0,0.7376315576396985
162,cardinal,masquerade,8.0,0.7960664848533039
163,cardinal,cardinals,1.0,0.6840615305902482
164,carnival,carnival,0.0,0.0
165,carnival,cardinal,2.0,0.7376315576396985
166,carnival,masquerade,8.0,0.6846406243261252
167,carnival,cardinals,3.0,0.7271258009429277
168,masquerade,masquerade,0.0,0.0
169,masquerade,cardinal,8.0,0.7960664848533039
170,masquerade,carnival,8.0,0.6846406243261252
171,masquerade,cardinals,8.0,0.7784534113603679
172,cardinals,cardinals,0.0,5.551115123125783e-17
173,cardinals,cardinal,1.0,0.6840615305902482
174,cardinals,carnival,3.0,0.7271258009429277
175,cardinals,masquerade,8.0,0.7784534113603679
176,carnival,carnival,0.0,0.0
177,carnival,cardinal,2.0,0.7376315576396985
178,carnival,destruction,10.0,0.7266714491892934
179,carnival,carnivals,1.0,0.23870969073841508
180,cardinal,cardinal,0.0,0.0
181,cardinal,carnival,2.0,0.7376315576396985
182,cardinal,destruction,10.0,0.7698559527905173
183,cardinal,carnivals,3.0,0.7376315576396985
184,destruction,destruction,0.0,0.0
185,destruction,carnival,10.0,0.7266714491892934
186,destruction,cardinal,10.0,0.7698559527905173
187,destruction,carnivals,10.0,0.7266714491892934
188,carnivals,carnivals,0.0,5.551115123125783e-17
189,carnivals,carnival,1.0,0.23870969073841508
190,carnivals,cardinal,3.0,0.7376315576396985
191,carnivals,destruction,10.0,0.7266714491892934
192,catalyst,catalyst,0.0,0.0
193,catalyst,callus,4.0,0.7804287638163137
194,catalyst,anecdote,7.0,0.6470070664199207
195,catalyst,catalysts,1.0,0.28693009143864323
196,callus,callus,0.0,5.551115123125783e-17
197,callus,catalyst,4.0,0.7804287638163137
198,callus,anecdote,7.0,0.8003235109012519
199,callus,catalysts,5.0,0.8185108228638706
200,anecdote,anecdote,0.0,0.0
201,anecdote,catalyst,7.0,0.6470070664199207
202,anecdote,callus,7.0,0.8003235109012519
203,anecdote,catalysts,7.0,0.7342026649476554
204,catalysts,catalysts,0.0,0.0
205,catalysts,catalyst,1.0,0.28693009143864323
206,catalysts,callus,5.0,0.8185108228638706
207,catalysts,anecdote,7.0,0.7342026649476554
208,callus,callus,0.0,5.551115123125783e-17
209,callus,catalyst,4.0,0.7804287638163137
210,callus,pasture,5.0,0.776431491952958
211,callus,calluses,2.0,0.26732402231377117
212,catalyst,catalyst,0.0,0.0
213,catalyst,callus,4.0,0.7804287638163137
214,catalyst,pasture,7.0,0.70673863289815
215,catalyst,calluses,5.0,0.7804287638163137
216,pasture,pasture,0.0,0.0
217,pasture,callus,5.0,0.776431491952958
218,pasture,catalyst,7.0,0.70673863289815
219,pasture,calluses,5.0,0.776431491952958
220,calluses,calluses,0.0,0.0
221,calluses,callus,2.0,0.26732402231377117
222,calluses,catalyst,5.0,0.7804287638163137
223,calluses,pasture,5.0,0.776431491952958
224,cavalry,cavalry,0.0,0.0
225,cavalry,cavity,3.0,0.7159865784072342
226,cavalry,stipulation,10.0,0.7044605321818531
227,cavalry,cavalries,3.0,0.509321826568651
228,cavity,cavity,0.0,1.1102230246251565e-16
229,cavity,cavalry,3.0,0.7159865784072342
230,cavity,stipulation,9.0,0.7606583539043137
231,cavity,cavalries,5.0,0.6813901476617836
232,stipulation,stipulation,0.0,1.1102230246251565e-16
233,stipulation,cavalry,10.0,0.7044605321818531
234,stipulation,cavity,9.0,0.7606583539043137
235,stipulation,cavalries,9.0,0.7794991916999886
236,cavalries,cavalries,0.0,1.1102230246251565e-16
237,cavalries,cavalry,3.0,0.509321826568651
238,cavalries,cavity,5.0,0.6813901476617836
239,cavalries,stipulation,9.0,0.7794991916999886
240,cavity,cavity,0.0,1.1102230246251565e-16
241,cavity,cavalry,3.0,0.7159865784072342
242,cavity,petal,6.0,0.740110073061356
243,cavity,cavities,3.0,0.37474446151583096
244,cavalry,cavalry,0.0,0.0
245,cavalry,cavity,3.0,0.7159865784072342
246,cavalry,petal,5.0,0.7781944069270648
247,cavalry,cavities,5.0,0.6817817643172026
248,petal,petal,0.0,5.551115123125783e-17
249,petal,cavity,6.0,0.740110073061356
250,petal,cavalry,5.0,0.7781944069270648
251,petal,cavities,7.0,0.7597623907102764
252,cavities,cavities,0.0,0.0
253,cavities,cavity,3.0,0.37474446151583096
254,cavities,cavalry,5.0,0.6817817643172026
255,cavities,petal,7.0,0.7597623907102764
256,medication,medication,0.0,0.0
257,medication,meditation,1.0,0.5254655367133326
258,medication,balcony,8.0,0.6745976203088943
259,medication,medications,1.0,0.1164509739570343
260,meditation,meditation,0.0,0.0
261,meditation,medication,1.0,0.5254655367133326
262,meditation,balcony,8.0,0.6504341383745154
263,meditation,medications,2.0,0.5579328705731277
264,balcony,balcony,0.0,0.0
265,balcony,medication,8.0,0.6745976203088943
266,balcony,meditation,8.0,0.6504341383745154
267,balcony,medications,8.0,0.664370668390843
268,medications,medications,0.0,0.0
269,medications,medication,1.0,0.1164509739570343
270,medications,meditation,2.0,0.5579328705731277
271,medications,balcony,8.0,0.664370668390843
272,meditation,meditation,0.0,0.0
273,meditation,medication,1.0,0.5254655367133326
274,meditation,arsenal,9.0,0.7605151972728004
275,meditation,meditations,1.0,0.4583167294146743
276,medication,medication,0.0,0.0
277,medication,meditation,1.0,0.5254655367133326
278,medication,arsenal,9.0,0.685072344270407
279,medication,meditations,2.0,0.5218583124640555
280,arsenal,arsenal,0.0,0.0
281,arsenal,meditation,9.0,0.7605151972728004
282,arsenal,medication,9.0,0.685072344270407
283,arsenal,meditations,10.0,0.7997327425489715
284,meditations,meditations,0.0,0.0
285,meditations,meditation,1.0,0.4583167294146743
286,meditations,medication,2.0,0.5218583124640555
287,meditations,arsenal,10.0,0.7997327425489715
288,collection,collection,0.0,1.1102230246251565e-16
289,collection,correction,2.0,0.7745409414294708
290,collection,parasol,9.0,0.7956078761657537
291,collection,collections,1.0,0.26451907786607454
292,correction,correction,0.0,1.1102230246251565e-16
293,correction,collection,2.0,0.7745409414294708
294,correction,parasol,8.0,0.8020800762033614
295,correction,collections,3.0,0.7989031662674122
296,parasol,parasol,0.0,0.0
297,parasol,collection,9.0,0.7956078761657537
298,parasol,correction,8.0,0.8020800762033614
299,parasol,collections,10.0,0.7669385145846023
300,collections,collections,0.0,0.0
301,collections,collection,1.0,0.26451907786607454
302,collections,correction,3.0,0.7989031662674122
303,collections,parasol,10.0,0.7669385145846023
304,correction,correction,0.0,1.1102230246251565e-16
305,correction,collection,2.0,0.7745409414294708
306,correction,mercenary,8.0,0.7679324626640713
307,correction,corrections,1.0,0.24317523693534782
308,collection,collection,0.0,1.1102230246251565e-16
309,collection,correction,2.0,0.7745409414294708
310,collection,mercenary,9.0,0.7439910652798922
311,collection,corrections,3.0,0.8158378184559527
312,mercenary,mercenary,0.0,1.1102230246251565e-16
313,mercenary,correction,8.0,0.7679324626640713
314,mercenary,collection,9.0,0.7439910652798922
315,mercenary,corrections,9.0,0.7391374955899919
316,corrections,corrections,0.0,2.220446049250313e-16
317,corrections,correction,1.0,0.24317523693534782
318,corrections,collection,3.0,0.8158378184559527
319,corrections,mercenary,9.0,0.7391374955899919
320,migraine,migraine,0.0,0.0
321,migraine,migrant,2.0,0.6591319210124619
322,migraine,empire,6.0,0.7166881265061986
323,migraine,migraines,1.0,0.2771843563983417
324,migrant,migrant,0.0,0.0
325,migrant,migraine,2.0,0.6591319210124619
326,migrant,empire,6.0,0.7325286291644686
327,migrant,migraines,3.0,0.678448718387967
328,empire,empire,0.0,0.0
329,empire,migraine,6.0,0.7166881265061986
330,empire,migrant,6.0,0.7325286291644686
331,empire,migraines,7.0,0.7456354753538131
332,migraines,migraines,0.0,7.401486830834377e-17
333,migraines,migraine,1.0,0.2771843563983417
334,migraines,migrant,3.0,0.678448718387967
335,migraines,empire,7.0,0.7456354753538131
336,migrant,migrant,0.0,0.0
337,migrant,migraine,2.0,0.6591319210124619
338,migrant,massage,5.0,0.6485637663598096
339,migrant,migrants,1.0,0.2088858628104806
340,migraine,migraine,0.0,0.0
341,migraine,migrant,2.0,0.6591319210124619
342,migraine,massage,5.0,0.5657490036486967
343,migraine,migrants,3.0,0.6563071434835198
344,massage,massage,0.0,0.0
345,massage,migrant,5.0,0.6485637663598096
346,massage,migraine,5.0,0.5657490036486967
347,massage,migrants,6.0,0.6710173514138833
348,migrants,migrants,0.0,0.0
349,migrants,migrant,1.0,0.2088858628104806
350,migrants,migraine,3.0,0.6563071434835198
351,migrants,massage,6.0,0.6710173514138833
352,rhino,rhino,0.0,5.551115123125783e-17
353,rhino,rhinestone,5.0,0.30128781492195966
354,rhino,carburetor,8.0,0.7623360412424405
355,rhino,rhinos,1.0,0.16309874516934875
356,rhinestone,rhinestone,0.0,0.0
357,rhinestone,rhino,5.0,0.30128781492195966
358,rhinestone,carburetor,8.0,0.7700256423683839
359,rhinestone,rhinos,5.0,0.31304993027782035
360,carburetor,carburetor,0.0,3.700743415417188e-17
361,carburetor,rhino,8.0,0.7623360412424405
362,carburetor,rhinestone,8.0,0.7700256423683839
363,carburetor,rhinos,8.0,0.7611451620278034
364,rhinos,rhinos,0.0,0.0
365,rhinos,rhino,1.0,0.16309874516934875
366,rhinos,rhinestone,5.0,0.31304993027782035
367,rhinos,carburetor,8.0,0.7611451620278034
368,rhinestone,rhinestone,0.0,0.0
369,rhinestone,rhino,5.0,0.30128781492195966
370,rhinestone,captain,9.0,0.7915717393114855
371,rhinestone,rhinestones,1.0,0.06497413786197222
372,rhino,rhino,0.0,5.551115123125783e-17
373,rhino,rhinestone,5.0,0.30128781492195966
374,rhino,captain,6.0,0.7915717393114855
375,rhino,rhinestones,6.0,0.30128781492195966
376,captain,captain,0.0,1.1102230246251565e-16
377,captain,rhinestone,9.0,0.7915717393114855
378,captain,rhino,6.0,0.7915717393114855
379,captain,rhinestones,10.0,0.7915717393114855
380,rhinestones,rhinestones,0.0,0.0
381,rhinestones,rhinestone,1.0,0.06497413786197222
382,rhinestones,rhino,6.0,0.30128781492195966
383,rhinestones,captain,10.0,0.7915717393114855
384,coroner,coroner,0.0,0.0
385,coroner,corridor,4.0,0.6498262876463913
386,coroner,dynasty,7.0,0.668946027990026
387,coroner,coroners,1.0,0.49665540722057666
388,corridor,corridor,0.0,1.1102230246251565e-16
389,corridor,coroner,4.0,0.6498262876463913
390,corridor,dynasty,8.0,0.7248266543974627
391,corridor,coroners,5.0,0.716998771504818
392,dynasty,dynasty,0.0,1.1102230246251565e-16
393,dynasty,coroner,7.0,0.668946027990026
394,dynasty,corridor,8.0,0.7248266543974627
395,dynasty,coroners,8.0,0.6691415893770125
396,coroners,coroners,0.0,0.0
397,coroners,coroner,1.0,0.49665540722057666
398,coroners,corridor,5.0,0.716998771504818
399,coroners,dynasty,8.0,0.6691415893770125
400,corridor,corridor,0.0,1.1102230246251565e-16
401,corridor,coroner,4.0,0.6498262876463913
402,corridor,arsenic,7.0,0.699091483099757
403,corridor,corridors,1.0,0.22714077444069114
404,coroner,coroner,0.0,0.0
405,coroner,corridor,4.0,0.6498262876463913
406,coroner,arsenic,6.0,0.5485621469266325
407,coroner,corridors,5.0,0.6551944834393737
408,arsenic,arsenic,0.0,2.220446049250313e-16
409,arsenic,corridor,7.0,0.699091483099757
410,arsenic,coroner,6.0,0.5485621469266325
411,arsenic,corridors,8.0,0.7126324876049215
412,corridors,corridors,0.0,0.0
413,corridors,corridor,1.0,0.22714077444069114
414,corridors,coroner,5.0,0.6551944834393737
415,corridors,arsenic,8.0,0.7126324876049215
416,correlation,correlation,0.0,0.0
417,correlation,coronation,3.0,0.704795820996066
418,correlation,hypotenuse,11.0,0.6898605042905497
419,correlation,correlations,1.0,0.1634650549723089
420,coronation,coronation,0.0,0.0
421,coronation,correlation,3.0,0.704795820996066
422,coronation,hypotenuse,9.0,0.7631911486476344
423,coronation,correlations,4.0,0.7027640460715686
424,hypotenuse,hypotenuse,0.0,7.401486830834377e-17
425,hypotenuse,correlation,11.0,0.6898605042905497
426,hypotenuse,coronation,9.0,0.7631911486476344
427,hypotenuse,correlations,11.0,0.6340384565179439
428,correlations,correlations,0.0,0.0
429,correlations,correlation,1.0,0.1634650549723089
430,correlations,coronation,4.0,0.7027640460715686
431,correlations,hypotenuse,11.0,0.6340384565179439
432,coronation,coronation,0.0,0.0
433,coronation,correlation,3.0,0.704795820996066
434,coronation,parasite,7.0,0.6783377948095612
435,coronation,coronations,1.0,0.1392465547925808
436,correlation,correlation,0.0,0.0
437,correlation,coronation,3.0,0.704795820996066
438,correlation,parasite,8.0,0.6309231942128535
439,correlation,coronations,4.0,0.704795820996066
440,parasite,parasite,0.0,0.0
441,parasite,coronation,7.0,0.6783377948095612
442,parasite,correlation,8.0,0.6309231942128535
443,parasite,coronations,8.0,0.6783377948095612
444,coronations,coronations,0.0,5.551115123125783e-17
445,coronations,coronation,1.0,0.1392465547925808
446,coronations,correlation,4.0,0.704795820996066
447,coronations,parasite,8.0,0.6783377948095612
448,pheromone,pheromone,0.0,0.0
449,pheromone,pharaoh,5.0,0.7436105013253822
450,pheromone,admonition,9.0,0.7944185900887424
451,pheromone,pheromones,1.0,0.09275711320145905
452,pharaoh,pharaoh,0.0,0.0
453,pharaoh,pheromone,5.0,0.7436105013253822
454,pharaoh,admonition,9.0,0.7723257165747874
455,pharaoh,pheromones,6.0,0.7436105013253822
456,admonition,admonition,0.0,0.0
457,admonition,pheromone,9.0,0.7944185900887424
458,admonition,pharaoh,9.0,0.7723257165747874
459,admonition,pheromones,10.0,0.7944185900887424
460,pheromones,pheromones,0.0,5.551115123125783e-17
461,pheromones,pheromone,1.0,0.09275711320145905
462,pheromones,pharaoh,6.0,0.7436105013253822
463,pheromones,admonition,10.0,0.7944185900887424
464,pharaoh,pharaoh,0.0,0.0
465,pharaoh,pheromone,5.0,0.7436105013253822
466,pharaoh,hearth,4.0,0.8130777304998371
467,pharaoh,pharoahs,2.0,0.3421682462936003
468,pheromone,pheromone,0.0,0.0
469,pheromone,pharaoh,5.0,0.7436105013253822
470,pheromone,hearth,7.0,0.7720875428600332
471,pheromone,pharoahs,5.0,0.7345838962686241
472,hearth,hearth,0.0,0.0
473,hearth,pharaoh,4.0,0.8130777304998371
474,hearth,pheromone,7.0,0.7720875428600332
475,hearth,pharoahs,5.0,0.8127868401672671
476,pharoahs,pharoahs,0.0,0.0
477,pharoahs,pharaoh,2.0,0.3421682462936003
478,pharoahs,pheromone,5.0,0.7345838962686241
479,pharoahs,hearth,5.0,0.8127868401672671
480,physician,physician,0.0,0.0
481,physician,physicist,2.0,0.451132919022855
482,physician,cardinal,7.0,0.7100804835433784
483,physician,physicians,1.0,0.15708509580618701
484,physicist,physicist,0.0,1.1102230246251565e-16
485,physicist,physician,2.0,0.451132919022855
486,physicist,cardinal,8.0,0.696944247910114
487,physicist,physicians,3.0,0.5220813986779024
488,cardinal,cardinal,0.0,0.0
489,cardinal,physician,7.0,0.7100804835433784
490,cardinal,physicist,8.0,0.696944247910114
491,cardinal,physicians,8.0,0.7138223939444772
492,physicians,physicians,0.0,1.1102230246251565e-16
493,physicians,physician,1.0,0.15708509580618701
494,physicians,physicist,3.0,0.5220813986779024
495,physicians,cardinal,8.0,0.7138223939444772
496,physicist,physicist,0.0,1.1102230246251565e-16
497,physicist,physician,2.0,0.451132919022855
498,physicist,campaign,8.0,0.8245188377164525
499,physicist,physicists,1.0,0.1770668440523182
500,physician,physician,0.0,0.0
501,physician,physicist,2.0,0.451132919022855
502,physician,campaign,7.0,0.7763539097779162
503,physician,physicists,3.0,0.5566206326625833
504,campaign,campaign,0.0,0.0
505,campaign,physicist,8.0,0.8245188377164525
506,campaign,physician,7.0,0.7763539097779162
507,campaign,physicists,9.0,0.8604488722719039
508,physicists,physicists,0.0,0.0
509,physicists,physicist,1.0,0.1770668440523182
510,physicists,physician,3.0,0.5566206326625833
511,physicists,campaign,9.0,0.8604488722719039
512,dilation,dilation,0.0,1.1102230246251565e-16
513,dilation,dilution,1.0,0.6939285988956447
514,dilation,mutiny,6.0,0.7382184474390798
515,dilation,dilations,1.0,0.7104267658604481
516,dilution,dilution,0.0,0.0
517,dilution,dilation,1.0,0.6939285988956447
518,dilution,mutiny,5.0,0.747533099275242
519,dilution,dilations,2.0,0.32538640057457424
520,mutiny,mutiny,0.0,5.551115123125783e-17
521,mutiny,dilation,6.0,0.7382184474390798
522,mutiny,dilution,5.0,0.747533099275242
523,mutiny,dilations,6.0,0.7233948613664936
524,dilations,dilations,0.0,5.551115123125783e-17
525,dilations,dilation,1.0,0.7104267658604481
526,dilations,dilution,2.0,0.32538640057457424
527,dilations,mutiny,6.0,0.7233948613664936
528,dilution,dilution,0.0,0.0
529,dilution,dilation,1.0,0.6939285988956447
530,dilution,shudder,7.0,0.7113132552847501
531,dilution,dilutions,1.0,0.14665573551999783
532,dilation,dilation,0.0,1.1102230246251565e-16
533,dilation,dilution,1.0,0.6939285988956447
534,dilation,shudder,8.0,0.8046575532265193
535,dilation,dilutions,2.0,0.7034108191952512
536,shudder,shudder,0.0,0.0
537,shudder,dilution,7.0,0.7113132552847501
538,shudder,dilation,8.0,0.8046575532265193
539,shudder,dilutions,8.0,0.7113132552847501
540,dilutions,dilutions,0.0,0.0
541,dilutions,dilution,1.0,0.14665573551999783
542,dilutions,dilation,2.0,0.7034108191952512
543,dilutions,shudder,8.0,0.7113132552847501
544,distraction,distraction,0.0,1.1102230246251565e-16
545,distraction,destruction,2.0,0.6260962697290373
546,distraction,mascara,9.0,0.666989691128514
547,distraction,distractions,1.0,0.2134560506309674
548,destruction,destruction,0.0,0.0
549,destruction,distraction,2.0,0.6260962697290373
550,destruction,mascara,9.0,0.7279619585161694
551,destruction,distractions,3.0,0.6672611011607086
552,mascara,mascara,0.0,0.0
553,mascara,distraction,9.0,0.666989691128514
554,mascara,destruction,9.0,0.7279619585161694
555,mascara,distractions,10.0,0.6444045713688988
556,distractions,distractions,0.0,0.0
557,distractions,distraction,1.0,0.2134560506309674
558,distractions,destruction,3.0,0.6672611011607086
559,distractions,mascara,10.0,0.6444045713688988
560,destruction,destruction,0.0,0.0
561,destruction,distraction,2.0,0.6260962697290373
562,destruction,aluminum,10.0,0.734229498664821
563,destruction,destructions,1.0,0.4693996703555312
564,distraction,distraction,0.0,1.1102230246251565e-16
565,distraction,destruction,2.0,0.6260962697290373
566,distraction,aluminum,11.0,0.753170263300345
567,distraction,destructions,3.0,0.7076837905305198
568,aluminum,aluminum,0.0,0.0
569,aluminum,destruction,10.0,0.734229498664821
570,aluminum,distraction,11.0,0.753170263300345
571,aluminum,destructions,10.0,0.7470953884555456
572,destructions,destructions,0.0,0.0
573,destructions,destruction,1.0,0.4693996703555312
574,destructions,distraction,3.0,0.7076837905305198
575,destructions,aluminum,10.0,0.7470953884555456
576,shudder,shudder,0.0,0.0
577,shudder,shutter,2.0,0.6183511340862899
578,shudder,facility,8.0,0.7575234213955582
579,shudder,shudders,1.0,0.6699520393364087
580,shutter,shutter,0.0,0.0
581,shutter,shudder,2.0,0.6183511340862899
582,shutter,facility,8.0,0.7430401514167956
583,shutter,shudders,3.0,0.748961954666022
584,facility,facility,0.0,0.0
585,facility,shudder,8.0,0.7575234213955582
586,facility,shutter,8.0,0.7430401514167956
587,facility,shudders,8.0,0.8041600390179049
588,shudders,shudders,0.0,0.0
589,shudders,shudder,1.0,0.6699520393364087
590,shudders,shutter,3.0,0.748961954666022
591,shudders,facility,8.0,0.8041600390179049
592,shutter,shutter,0.0,0.0
593,shutter,shudder,2.0,0.6183511340862899
594,shutter,migrant,7.0,0.7505636048848986
595,shutter,shutters,1.0,0.5552368091167819
596,shudder,shudder,0.0,0.0
597,shudder,shutter,2.0,0.6183511340862899
598,shudder,migrant,7.0,0.6891839701096689
599,shudder,shutters,3.0,0.7100104666116934
600,migrant,migrant,0.0,0.0
601,migrant,shutter,7.0,0.7505636048848986
602,migrant,shudder,7.0,0.6891839701096689
603,migrant,shutters,8.0,0.7660021985921693
604,shutters,shutters,0.0,0.0
605,shutters,shutter,1.0,0.5552368091167819
606,shutters,shudder,3.0,0.7100104666116934
607,shutters,migrant,8.0,0.7660021985921693
608,empire,empire,0.0,0.0
609,empire,umpire,1.0,0.7890912161361654
610,empire,meditation,8.0,0.7234799306861609
611,empire,empires,1.0,0.24340062880416347
612,umpire,umpire,0.0,1.1102230246251565e-16
