,target,alt_tar_lst,phon,sem
2383,muskets,distraction,9.0,0.7650204456491413
2384,muskrat,muskrat,0.0,0.0
2385,muskrat,musket,2.0,0.32054396435790944
2386,muskrat,collection,9.0,0.8214415669521282
2387,muskrat,muskrats,1.0,0.3946206822940715
2388,musket,musket,0.0,0.0
2389,musket,muskrat,2.0,0.32054396435790944
2390,musket,collection,8.0,0.8214415669521282
2391,musket,muskrats,3.0,0.33565857840493596
2392,collection,collection,0.0,1.1102230246251565e-16
2393,collection,muskrat,9.0,0.8214415669521282
2394,collection,musket,8.0,0.8214415669521282
2395,collection,muskrats,9.0,0.8214415669521282
2396,muskrats,muskrats,0.0,3.700743415417188e-17
2397,muskrats,muskrat,1.0,0.3946206822940715
2398,muskrats,musket,3.0,0.33565857840493596
2399,muskrats,collection,9.0,0.8214415669521282
2400,pedal,pedal,0.0,0.0
2401,pedal,petal,1.0,0.742821260456928
2402,pedal,immorality,8.0,0.7593461190424319
2403,pedal,pedals,1.0,0.23742270140275556
2404,petal,petal,0.0,5.551115123125783e-17
2405,petal,pedal,1.0,0.742821260456928
2406,petal,immorality,8.0,0.7162621775280933
2407,petal,pedals,2.0,0.7574204052889704
2408,immorality,immorality,0.0,7.401486830834377e-17
2409,immorality,pedal,8.0,0.7593461190424319
2410,immorality,petal,8.0,0.7162621775280933
2411,immorality,pedals,8.0,0.7817175983037283
2412,pedals,pedals,0.0,2.220446049250313e-16
2413,pedals,pedal,1.0,0.23742270140275556
2414,pedals,petal,2.0,0.7574204052889704
2415,pedals,immorality,8.0,0.7817175983037283
2416,petal,petal,0.0,5.551115123125783e-17
2417,petal,pedal,1.0,0.742821260456928
2418,petal,coroner,7.0,0.7894727358040182
2419,petal,petals,1.0,0.22220892863660635
2420,pedal,pedal,0.0,0.0
2421,pedal,petal,1.0,0.742821260456928
2422,pedal,coroner,7.0,0.6931004554610907
2423,pedal,petals,2.0,0.742821260456928
2424,coroner,coroner,0.0,0.0
2425,coroner,petal,7.0,0.7894727358040182
2426,coroner,pedal,7.0,0.6931004554610907
2427,coroner,petals,7.0,0.7894727358040182
2428,petals,petals,0.0,0.0
2429,petals,petal,1.0,0.22220892863660635
2430,petals,pedal,2.0,0.742821260456928
2431,petals,coroner,7.0,0.7894727358040182
2432,escalation,escalation,0.0,0.0
2433,escalation,escalator,2.0,0.43523187417804754
2434,escalation,pedal,8.0,0.7304000024123247
2435,escalation,escalations,1.0,0.43523187417804754
2436,escalator,escalator,0.0,1.1102230246251565e-16
2437,escalator,escalation,2.0,0.43523187417804754
2438,escalator,pedal,7.0,0.6855963882541614
2439,escalator,escalations,3.0,0.2572599069810954
2440,pedal,pedal,0.0,0.0
2441,pedal,escalation,8.0,0.7304000024123247
2442,pedal,escalator,7.0,0.6855963882541614
2443,pedal,escalations,9.0,0.6855963882541614
2444,escalations,escalations,0.0,1.6653345369377348e-16
2445,escalations,escalation,1.0,0.43523187417804754
2446,escalations,escalator,3.0,0.2572599069810954
2447,escalations,pedal,9.0,0.6855963882541614
2448,escalator,escalator,0.0,1.1102230246251565e-16
2449,escalator,escalation,2.0,0.43523187417804754
2450,escalator,apocalypse,7.0,0.6903937463277955
2451,escalator,escalators,1.0,0.09764480740408316
2452,escalation,escalation,0.0,0.0
2453,escalation,escalator,2.0,0.43523187417804754
2454,escalation,apocalypse,8.0,0.6395347333061286
2455,escalation,escalators,3.0,0.43523187417804754
2456,apocalypse,apocalypse,0.0,0.0
2457,apocalypse,escalator,7.0,0.6903937463277955
2458,apocalypse,escalation,8.0,0.6395347333061286
2459,apocalypse,escalators,8.0,0.6903937463277955
2460,escalators,escalators,0.0,1.6653345369377348e-16
2461,escalators,escalator,1.0,0.09764480740408316
2462,escalators,escalation,3.0,0.43523187417804754
2463,escalators,apocalypse,8.0,0.6903937463277955
2464,parasite,parasite,0.0,0.0
2465,parasite,parasol,3.0,0.4503211751524091
2466,parasite,density,5.0,0.6958357802467066
2467,parasite,parasites,1.0,0.15527813592644935
2468,parasol,parasol,0.0,0.0
2469,parasol,parasite,3.0,0.4503211751524091
2470,parasol,density,7.0,0.7743115326813156
2471,parasol,parasites,4.0,0.4490792738138677
2472,density,density,0.0,0.0
2473,density,parasite,5.0,0.6958357802467066
2474,density,parasol,7.0,0.7743115326813156
2475,density,parasites,6.0,0.6979012527074606
2476,parasites,parasites,0.0,0.0
2477,parasites,parasite,1.0,0.15527813592644935
2478,parasites,parasol,4.0,0.4490792738138677
2479,parasites,density,6.0,0.6979012527074606
2480,parasol,parasol,0.0,0.0
2481,parasol,parasite,3.0,0.4503211751524091
2482,parasol,physicist,8.0,0.7186912431041939
2483,parasol,parasols,1.0,0.20867593781623173
2484,parasite,parasite,0.0,0.0
2485,parasite,parasol,3.0,0.4503211751524091
2486,parasite,physicist,7.0,0.6267055428257777
2487,parasite,parasols,3.0,0.4503211751524091
2488,physicist,physicist,0.0,1.1102230246251565e-16
2489,physicist,parasol,8.0,0.7186912431041939
2490,physicist,parasite,7.0,0.6267055428257777
2491,physicist,parasols,7.0,0.7186912431041939
2492,parasols,parasols,0.0,1.1102230246251565e-16
2493,parasols,parasol,1.0,0.20867593781623173
2494,parasols,parasite,3.0,0.4503211751524091
2495,parasols,physicist,7.0,0.7186912431041939
2496,expectation,expectation,0.0,1.1102230246251565e-16
2497,expectation,expedition,3.0,0.6873229122393156
2498,expectation,diplomat,8.0,0.7224320976379213
2499,expectation,expectations,1.0,0.26050994710663733
2500,expedition,expedition,0.0,1.1102230246251565e-16
2501,expedition,expectation,3.0,0.6873229122393156
2502,expedition,diplomat,9.0,0.6279590868203414
2503,expedition,expectations,4.0,0.7398531680101763
2504,diplomat,diplomat,0.0,0.0
2505,diplomat,expectation,8.0,0.7224320976379213
2506,diplomat,expedition,9.0,0.6279590868203414
2507,diplomat,expectations,9.0,0.720218723674648
2508,expectations,expectations,0.0,0.0
2509,expectations,expectation,1.0,0.26050994710663733
2510,expectations,expedition,4.0,0.7398531680101763
2511,expectations,diplomat,9.0,0.720218723674648
2512,expedition,expedition,0.0,1.1102230246251565e-16
2513,expedition,expectation,3.0,0.6873229122393156
2514,expedition,sympathizer,10.0,0.772913030258273
2515,expedition,expeditions,1.0,0.45528599136880865
2516,expectation,expectation,0.0,1.1102230246251565e-16
2517,expectation,expedition,3.0,0.6873229122393156
2518,expectation,sympathizer,10.0,0.7825848156481322
2519,expectation,expeditions,4.0,0.7848514588907026
2520,sympathizer,sympathizer,0.0,1.1102230246251565e-16
2521,sympathizer,expedition,10.0,0.772913030258273
2522,sympathizer,expectation,10.0,0.7825848156481322
2523,sympathizer,expeditions,10.0,0.7497678638418249
2524,expeditions,expeditions,0.0,0.0
2525,expeditions,expedition,1.0,0.45528599136880865
2526,expeditions,expectation,4.0,0.7848514588907026
2527,expeditions,sympathizer,10.0,0.7497678638418249
2528,fallacy,fallacy,0.0,2.220446049250313e-16
2529,fallacy,facility,4.0,0.7152437215730776
2530,fallacy,excursion,9.0,0.7760627312866144
2531,fallacy,fallacies,3.0,0.6168403655800376
2532,facility,facility,0.0,0.0
2533,facility,fallacy,4.0,0.7152437215730776
2534,facility,excursion,7.0,0.7919605506573161
2535,facility,fallacies,6.0,0.7914160982538241
2536,excursion,excursion,0.0,0.0
2537,excursion,fallacy,9.0,0.7760627312866144
2538,excursion,facility,7.0,0.7919605506573161
2539,excursion,fallacies,8.0,0.7421165404962182
2540,fallacies,fallacies,0.0,0.0
2541,fallacies,fallacy,3.0,0.6168403655800376
2542,fallacies,facility,6.0,0.7914160982538241
2543,fallacies,excursion,8.0,0.7421165404962182
2544,facility,facility,0.0,0.0
2545,facility,fallacy,4.0,0.7152437215730776
2546,facility,mortal,8.0,0.7955285020729423
2547,facility,facilities,3.0,0.21647229963467685
2548,fallacy,fallacy,0.0,2.220446049250313e-16
2549,fallacy,facility,4.0,0.7152437215730776
2550,fallacy,mortal,6.0,0.6891119971566282
2551,fallacy,facilities,7.0,0.7448624612683292
2552,mortal,mortal,0.0,1.1102230246251565e-16
2553,mortal,facility,8.0,0.7955285020729423
2554,mortal,fallacy,6.0,0.6891119971566282
2555,mortal,facilities,9.0,0.7889625325708202
2556,facilities,facilities,0.0,0.0
2557,facilities,facility,3.0,0.21647229963467685
2558,facilities,fallacy,7.0,0.7448624612683292
2559,facilities,mortal,9.0,0.7889625325708202
